Student_ID,Age,Gender,High_School_GPA,SAT_Score,University_Ranking,University_GPA,Field_of_Study,Internships_Completed,Projects_Completed,Certifications,Soft_Skills_Score,Networking_Score,Job_Offers,Starting_Salary,Career_Satisfaction,Years_to_Promotion,Current_Job_Level,Work_Life_Balance,Entrepreneurship,PC1,PC2
S00566,0.7272727272727273,Male,0.6950000000000001,0.6214285714285714,0.05005005005005005,0.22999999999999998,Law,0.75,0.0,0.4,0.8888888888888888,0.0,0.2,0.21052631578947367,0.8888888888888888,0.25,Entry,0.2222222222222222,No,-0.236553376213981,0.26260095625457314
S00567,0.5454545454545452,Male,0.41999999999999993,0.20714285714285707,0.5025025025025025,0.14500000000000002,Mathematics,0.0,0.5555555555555556,0.2,0.5555555555555556,0.5555555555555556,1.0,0.3710526315789474,0.5555555555555556,1.0,Senior,0.4444444444444445,Yes,0.44311062485601366,-0.507880491498247
S00568,0.2727272727272727,Female,0.565,0.5014285714285713,0.25825825825825827,0.915,Engineering,0.25,1.0,0.6000000000000001,0.0,0.0,0.2,0.25921052631578945,0.3333333333333333,1.0,Executive,0.2222222222222222,No,0.3094375934946969,-0.4531312122387176
S00569,0.8181818181818181,Female,0.6499999999999999,0.812857142857143,0.17717717717717718,0.6699999999999999,Mathematics,0.25,0.5555555555555556,0.2,0.5555555555555556,1.0,0.0,0.2539473684210526,0.0,0.0,Senior,0.8888888888888888,No,-0.6813385032961368,-0.15531713196693955
S00570,0.36363636363636354,Male,0.3500000000000001,0.9828571428571429,0.9219219219219219,0.43999999999999995,Computer Science,1.0,1.0,0.8,0.4444444444444445,0.1111111111111111,0.4,0.01578947368421052,0.1111111111111111,1.0,Entry,0.6666666666666665,No,0.5813619059127672,0.26595169884616954
S00571,0.09090909090909083,Male,0.915,0.34857142857142853,0.5425425425425425,0.575,Mathematics,0.25,0.3333333333333333,0.0,0.6666666666666665,0.6666666666666665,0.6000000000000001,0.3381578947368421,0.6666666666666665,0.0,Senior,0.1111111111111111,Yes,-0.4782107147995705,-0.03339544708929922
S00572,0.909090909090909,Male,0.135,0.7985714285714283,0.3553553553553554,0.7450000000000001,Business,0.75,0.1111111111111111,1.0,0.7777777777777777,0.0,0.4,0.40921052631578947,0.2222222222222222,0.5,Entry,1.0,No,0.14763924720986005,0.27867173716680077
S00573,0.6363636363636365,Male,0.6699999999999999,0.4285714285714284,0.3173173173173173,0.7749999999999999,Computer Science,0.0,0.0,0.4,0.0,0.7777777777777777,0.4,0.4960526315789474,0.1111111111111111,0.0,Entry,1.0,No,-0.5016144310064676,-0.3023161971193021
S00574,0.2727272727272727,Female,0.004999999999999893,0.6242857142857141,0.6656656656656657,0.9199999999999999,Law,0.75,0.2222222222222222,0.0,1.0,0.7777777777777777,0.0,0.0,0.5555555555555556,0.75,Executive,0.2222222222222222,No,0.02114676731538047,-0.12583817946871778
S00575,0.7272727272727273,Male,0.925,0.14142857142857124,0.962962962962963,0.42500000000000004,Medicine,0.5,0.8888888888888888,1.0,0.3333333333333333,0.6666666666666665,0.8,0.5171052631578947,0.3333333333333333,0.0,Entry,0.2222222222222222,No,-0.35553133659414615,0.3582053576951969
S00576,0.36363636363636354,Male,0.11499999999999999,0.6842857142857142,0.3633633633633634,0.29499999999999993,Computer Science,1.0,0.0,0.2,0.3333333333333333,0.6666666666666665,0.8,0.47236842105263155,0.0,0.5,Mid,0.8888888888888888,No,0.3146050742503204,0.451937119535235
S00577,0.7272727272727273,Male,0.09499999999999997,0.5914285714285714,0.05405405405405406,0.6399999999999999,Computer Science,1.0,0.4444444444444444,0.2,0.0,0.0,0.0,0.6197368421052631,0.8888888888888888,1.0,Entry,0.6666666666666665,No,0.35638840695290513,-0.011286431876502025
S00578,0.2727272727272727,Female,0.33499999999999996,0.2342857142857142,0.15515515515515516,0.41500000000000004,Engineering,0.25,1.0,0.4,0.3333333333333333,0.2222222222222222,0.0,0.256578947368421,0.8888888888888888,0.75,Entry,0.2222222222222222,No,-0.113457830623074,-0.47120531857146686
S00579,0.8181818181818181,Female,0.375,0.9099999999999999,0.043043043043043044,0.595,Medicine,0.5,0.5555555555555556,1.0,0.6666666666666665,0.8888888888888888,0.0,0.3421052631578948,0.4444444444444445,0.0,Mid,0.0,No,-0.6443937420957193,0.17142223195066808
S00580,0.36363636363636354,Male,0.21500000000000008,0.42999999999999994,0.5925925925925926,0.41999999999999993,Law,0.25,0.8888888888888888,1.0,0.5555555555555556,0.4444444444444445,0.4,0.12631578947368421,0.7777777777777777,0.25,Senior,0.3333333333333333,No,-0.36329217500939454,-0.08396277788376907
S00581,0.7272727272727273,Female,0.585,0.17142857142857126,0.6776776776776777,0.15500000000000003,Arts,0.25,0.0,0.4,0.3333333333333333,0.4444444444444445,0.0,0.3171052631578948,0.5555555555555556,1.0,Entry,0.4444444444444445,Yes,0.18030272678868048,-0.6222635758911763
S00582,0.6363636363636365,Female,0.44500000000000006,0.12428571428571411,0.5415415415415415,0.47,Arts,0.25,0.4444444444444444,0.0,0.1111111111111111,0.6666666666666665,0.6000000000000001,0.26710526315789473,0.6666666666666665,0.75,Entry,0.8888888888888888,No,0.1303341934885198,-0.4154469119461759
S00583,0.18181818181818188,Female,0.03499999999999992,0.3085714285714285,0.32132132132132135,0.69,Arts,0.5,0.0,0.6000000000000001,0.6666666666666665,1.0,0.2,0.35921052631578954,0.5555555555555556,0.75,Entry,0.3333333333333333,No,0.0802378295969296,-0.21454654293923622
S00584,0.0,Male,0.32000000000000006,0.817142857142857,0.6476476476476477,0.8,Business,0.25,0.1111111111111111,0.0,0.7777777777777777,0.7777777777777777,0.8,0.32105263157894737,0.6666666666666665,0.0,Entry,1.0,Yes,-0.35167814335591113,-0.01645940089095332
S00585,0.18181818181818188,Female,0.81,0.2542857142857142,0.013013013013013013,0.4950000000000001,Arts,1.0,0.1111111111111111,0.2,0.8888888888888888,0.5555555555555556,1.0,0.4894736842105263,0.2222222222222222,1.0,Entry,0.1111111111111111,Yes,0.7875917478303384,0.42575769334290603
S00586,0.2727272727272727,Female,0.69,0.23142857142857132,0.3563563563563564,0.16500000000000004,Business,0.25,0.4444444444444444,0.0,0.8888888888888888,0.4444444444444445,0.6000000000000001,0.28815789473684217,0.2222222222222222,1.0,Entry,0.0,No,0.3919432546796576,-0.37454547996094356
S00587,0.09090909090909083,Female,0.7250000000000001,0.8457142857142854,0.4824824824824825,0.41500000000000004,Law,0.5,1.0,0.8,0.3333333333333333,0.0,1.0,0.5802631578947368,1.0,0.25,Mid,0.4444444444444445,No,0.01324691158794921,0.32675727540598787
S00588,0.0,Female,0.7,0.24142857142857133,0.6176176176176177,0.7849999999999999,Law,0.5,0.3333333333333333,0.0,0.2222222222222222,1.0,0.8,0.0,0.2222222222222222,0.25,Entry,0.2222222222222222,No,-0.10772667817189151,0.09705779854864993
S00589,0.5454545454545452,Female,0.31000000000000005,0.4285714285714284,0.3583583583583584,0.41500000000000004,Computer Science,0.75,0.5555555555555556,0.0,0.4444444444444445,1.0,0.4,0.5842105263157895,1.0,0.75,Mid,0.8888888888888888,No,0.11015883060402773,-0.035717351959066446
S00590,0.6363636363636365,Male,0.10000000000000009,0.5328571428571427,0.3173173173173173,0.6950000000000001,Arts,0.25,0.4444444444444444,1.0,0.5555555555555556,1.0,0.4,0.05657894736842106,0.5555555555555556,0.75,Entry,0.2222222222222222,No,0.07262203011117535,-0.2806230560409502
S00591,0.5454545454545452,Female,0.27,0.2885714285714285,0.07407407407407407,0.5049999999999999,Engineering,0.5,0.1111111111111111,0.8,0.7777777777777777,0.8888888888888888,0.0,0.49078947368421055,0.0,0.5,Senior,0.2222222222222222,No,-0.17151213377679214,-0.07421182208715918
S00592,0.36363636363636354,Female,0.8300000000000001,0.06571428571428561,0.958958958958959,0.24,Law,0.25,0.8888888888888888,0.2,0.2222222222222222,0.5555555555555556,0.8,0.46184210526315794,0.8888888888888888,0.75,Entry,0.1111111111111111,No,0.15798260586776416,-0.29896350396182536
S00593,0.9999999999999998,Female,0.98,0.6599999999999999,0.5905905905905906,0.7949999999999999,Medicine,0.0,1.0,0.4,0.5555555555555556,0.2222222222222222,0.4,0.11710526315789471,0.8888888888888888,0.25,Entry,0.2222222222222222,No,-0.439721025475459,-0.3189198256194579
S00594,0.0,Male,0.4950000000000001,0.9557142857142857,0.1931931931931932,0.08499999999999996,Medicine,1.0,0.7777777777777777,0.0,0.4444444444444445,1.0,0.4,0.5710526315789474,0.3333333333333333,0.0,Senior,0.8888888888888888,No,-0.3651927415252619,0.5526107287024303
S00595,0.5454545454545452,Female,0.010000000000000009,0.5814285714285714,0.9969969969969971,0.5249999999999999,Law,1.0,0.8888888888888888,0.6000000000000001,0.6666666666666665,0.6666666666666665,1.0,0.09473684210526317,0.1111111111111111,0.5,Entry,0.6666666666666665,No,0.2712265818310521,0.5763700639478798
S00596,0.5454545454545452,Female,0.1399999999999999,0.2757142857142856,0.36236236236236236,0.20999999999999996,Computer Science,0.25,0.5555555555555556,1.0,0.8888888888888888,0.3333333333333333,1.0,0.06842105263157894,0.6666666666666665,0.75,Senior,0.1111111111111111,No,0.3152153274851841,-0.057870133543433816
S00597,0.7272727272727273,Male,0.32000000000000006,0.6085714285714285,0.09509509509509509,0.06499999999999995,Mathematics,1.0,0.4444444444444444,1.0,0.6666666666666665,0.2222222222222222,0.8,0.24078947368421055,0.6666666666666665,0.25,Entry,0.2222222222222222,Yes,0.034756560720790405,0.7271055321134765
S00598,0.18181818181818188,Female,0.5800000000000001,0.4514285714285713,0.03903903903903904,0.5049999999999999,Medicine,1.0,0.4444444444444444,0.4,0.5555555555555556,0.6666666666666665,0.4,0.25,0.5555555555555556,0.5,Mid,0.7777777777777777,No,0.09371289055751032,0.40724599478339496
S00599,0.7272727272727273,Female,0.07499999999999996,0.6828571428571428,0.7677677677677678,0.5,Medicine,0.0,0.1111111111111111,0.6000000000000001,0.8888888888888888,0.5555555555555556,0.0,0.2092105263157895,0.7777777777777777,0.0,Entry,1.0,No,-0.7569361249099881,-0.41154383854595844
S00600,0.0,Female,0.9450000000000001,0.5999999999999999,0.3963963963963964,0.7050000000000001,Mathematics,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.4,0.34342105263157896,0.2222222222222222,0.0,Mid,0.7777777777777777,No,-0.27074573564162363,0.6019255991549992
S00601,0.0,Male,0.365,0.3828571428571428,0.1061061061061061,0.7450000000000001,Computer Science,1.0,0.1111111111111111,0.6000000000000001,0.3333333333333333,1.0,0.6000000000000001,0.40263157894736845,0.1111111111111111,0.25,Entry,1.0,No,0.02199857130746401,0.5540157526121516
S00602,0.2727272727272727,Male,0.915,0.6857142857142857,0.016016016016016016,0.73,Mathematics,0.5,0.1111111111111111,1.0,0.0,0.7777777777777777,0.6000000000000001,0.3131578947368421,1.0,1.0,Entry,0.0,No,0.5283133012266149,-0.09495580253242543
S00603,0.7272727272727273,Female,0.78,0.3742857142857141,0.5265265265265265,0.4099999999999999,Computer Science,1.0,0.7777777777777777,0.4,0.7777777777777777,0.1111111111111111,0.0,0.09999999999999998,0.0,0.25,Mid,0.0,Yes,-0.28573739814308297,0.4394603359572429
S00604,0.45454545454545436,Male,0.7549999999999999,0.607142857142857,0.928928928928929,0.6299999999999999,Computer Science,0.25,0.3333333333333333,0.6000000000000001,0.5555555555555556,0.5555555555555556,0.6000000000000001,0.16052631578947368,0.2222222222222222,0.25,Entry,0.7777777777777777,Yes,-0.1707351780211798,-0.06628189781016121
S00605,0.909090909090909,Female,0.605,0.23571428571428554,0.7837837837837838,0.575,Engineering,1.0,0.3333333333333333,0.6000000000000001,0.5555555555555556,0.2222222222222222,1.0,0.7447368421052631,0.7777777777777777,0.25,Mid,0.7777777777777777,No,0.08427594264435902,0.6571718244557375
S00606,0.18181818181818188,Female,0.625,0.9871428571428569,0.49849849849849853,0.41999999999999993,Computer Science,0.25,0.6666666666666666,0.4,0.4444444444444445,0.7777777777777777,0.4,0.12105263157894736,0.7777777777777777,1.0,Mid,0.1111111111111111,No,0.3095589127465664,-0.42920661694853035
S00607,0.0,Female,0.6399999999999999,0.6099999999999999,0.5245245245245246,0.595,Computer Science,1.0,0.3333333333333333,0.4,1.0,0.7777777777777777,0.6000000000000001,0.12894736842105264,0.6666666666666665,0.75,Mid,0.7777777777777777,No,0.3815970037080917,0.371288924147753
S00608,0.2727272727272727,Male,0.6299999999999999,0.5657142857142856,0.7587587587587588,0.9450000000000001,Computer Science,0.25,0.8888888888888888,0.4,0.2222222222222222,0.0,0.6000000000000001,0.022368421052631593,0.1111111111111111,0.75,Entry,0.0,No,0.2528628806243483,-0.2595844662594513
S00609,0.9999999999999998,Female,0.5549999999999999,0.30714285714285694,0.7257257257257257,0.19500000000000006,Law,1.0,0.8888888888888888,1.0,0.5555555555555556,0.1111111111111111,0.4,0.5210526315789474,0.2222222222222222,0.0,Entry,0.4444444444444445,No,-0.35789656487453037,0.6862769412320682
S00610,0.7272727272727273,Male,0.9850000000000001,0.15142857142857125,0.6626626626626627,0.905,Arts,0.25,0.2222222222222222,0.4,0.0,0.3333333333333333,0.8,0.518421052631579,0.6666666666666665,0.75,Mid,1.0,No,0.31844762039962693,-0.28043401076517865
S00611,0.18181818181818188,Male,0.73,0.13857142857142857,0.8038038038038038,0.05499999999999994,Law,1.0,0.5555555555555556,0.8,0.6666666666666665,0.0,0.0,0.4078947368421053,0.7777777777777777,0.25,Senior,0.4444444444444445,No,-0.27943544557255484,0.4053865253468348
S00612,0.9999999999999998,Male,0.7749999999999999,0.687142857142857,0.042042042042042045,0.31000000000000005,Arts,0.0,0.6666666666666666,0.0,0.5555555555555556,0.2222222222222222,0.8,0.5828947368421052,0.8888888888888888,0.75,Mid,0.7777777777777777,No,0.1727198346372551,-0.4402692939419474
S00613,0.7272727272727273,Male,0.8700000000000001,0.7114285714285713,0.9459459459459459,0.29000000000000004,Engineering,0.5,0.2222222222222222,1.0,0.4444444444444445,0.3333333333333333,0.8,0.18684210526315792,0.5555555555555556,1.0,Mid,0.7777777777777777,No,0.6334494809407982,-0.03908952514943385
S00614,0.5454545454545452,Other,0.21500000000000008,0.32714285714285696,0.6256256256256256,0.625,Engineering,0.5,0.3333333333333333,0.4,0.2222222222222222,1.0,0.6000000000000001,0.10131578947368419,1.0,0.75,Mid,1.0,No,0.1720998595126086,-0.1822427441956582
S00615,0.9999999999999998,Other,0.08499999999999996,0.36571428571428566,0.8418418418418419,0.1299999999999999,Medicine,0.5,0.0,0.2,0.7777777777777777,0.2222222222222222,0.2,0.3828947368421053,0.2222222222222222,0.25,Mid,0.3333333333333333,No,-0.3423631807500429,-0.06402156482114815
S00616,0.2727272727272727,Male,0.4850000000000001,0.05999999999999983,0.5925925925925926,0.8799999999999999,Mathematics,0.5,0.8888888888888888,0.6000000000000001,0.3333333333333333,0.4444444444444445,0.8,0.4223684210526316,0.8888888888888888,0.75,Executive,0.1111111111111111,Yes,0.2525594709803876,-0.017365591156690164
S00617,0.18181818181818188,Female,0.5149999999999999,0.3442857142857141,0.34934934934934936,0.8300000000000001,Mathematics,0.0,0.6666666666666666,0.4,0.8888888888888888,1.0,0.4,0.3671052631578947,0.4444444444444445,0.0,Entry,0.5555555555555556,No,-0.6439409024682256,-0.2361563168998616
S00618,0.8181818181818181,Male,0.8300000000000001,0.7899999999999998,0.6526526526526527,0.6499999999999999,Law,0.0,1.0,0.4,0.8888888888888888,0.6666666666666665,0.4,0.268421052631579,0.3333333333333333,0.75,Entry,0.3333333333333333,Yes,0.004078597833870869,-0.480276367195641
S00619,0.36363636363636354,Female,0.44500000000000006,0.13428571428571412,0.029029029029029027,0.45999999999999996,Arts,1.0,0.6666666666666666,0.0,0.4444444444444445,0.7777777777777777,0.4,0.531578947368421,0.8888888888888888,0.0,Executive,0.1111111111111111,No,-0.48188047329244527,0.5149421437382997
S00620,0.36363636363636354,Female,0.5700000000000001,0.2671428571428571,0.44044044044044045,0.935,Engineering,0.0,0.8888888888888888,0.4,0.6666666666666665,0.7777777777777777,0.2,0.3197368421052632,1.0,0.5,Entry,0.8888888888888888,Yes,-0.3364324236865009,-0.5360961156200496
S00621,0.18181818181818188,Female,0.5249999999999999,0.5485714285714285,0.5415415415415415,0.8300000000000001,Engineering,0.5,0.5555555555555556,1.0,0.5555555555555556,0.1111111111111111,0.2,0.3789473684210527,0.1111111111111111,1.0,Mid,0.8888888888888888,No,0.4472128795721263,-0.18184544020277296
S00622,0.9999999999999998,Male,0.040000000000000036,0.5699999999999998,0.4544544544544545,0.5,Law,0.75,0.7777777777777777,0.8,0.5555555555555556,0.0,1.0,0.3236842105263158,1.0,0.0,Mid,0.6666666666666665,No,-0.2289565309032733,0.5866406597134913
S00623,0.7272727272727273,Female,0.615,0.7214285714285713,0.7777777777777778,0.7,Medicine,1.0,0.4444444444444444,0.2,0.3333333333333333,0.5555555555555556,0.0,0.2315789473684211,0.3333333333333333,0.5,Mid,0.1111111111111111,Yes,-0.08563842283547442,0.22036479615834503
S00624,0.2727272727272727,Male,0.8300000000000001,0.2371428571428571,0.6106106106106106,0.565,Computer Science,0.25,0.7777777777777777,0.2,1.0,0.0,0.2,0.11973684210526314,0.5555555555555556,0.5,Mid,0.2222222222222222,No,-0.1954354139906473,-0.275046550554123
S00625,0.909090909090909,Other,0.15999999999999992,0.17714285714285705,0.9619619619619619,0.5900000000000001,Business,0.5,1.0,0.4,0.7777777777777777,0.5555555555555556,0.0,0.4118421052631579,0.5555555555555556,0.25,Entry,0.8888888888888888,No,-0.5450622219215854,-0.10569673206376733
S00626,0.36363636363636354,Male,0.595,0.9599999999999997,0.09309309309309309,0.33000000000000007,Medicine,0.5,0.0,0.0,1.0,0.6666666666666665,1.0,0.0,1.0,0.5,Mid,0.7777777777777777,Yes,0.19959763364582106,0.1296709112344942
S00627,0.2727272727272727,Female,0.595,0.12285714285714278,0.7227227227227228,0.45999999999999996,Mathematics,0.5,0.2222222222222222,1.0,0.2222222222222222,0.8888888888888888,0.4,0.20394736842105265,0.4444444444444445,1.0,Mid,1.0,No,0.43073155230111443,-0.2189622788748219
S00628,0.36363636363636354,Female,0.16500000000000004,0.6971428571428571,0.2942942942942943,0.08000000000000007,Mathematics,0.0,0.3333333333333333,1.0,0.4444444444444445,1.0,0.2,0.23026315789473684,1.0,1.0,Senior,0.1111111111111111,Yes,0.14391305299604942,-0.6705905533326597
S00629,0.5454545454545452,Female,0.125,0.3214285714285714,0.5485485485485486,0.355,Business,0.25,0.8888888888888888,0.4,0.0,1.0,0.6000000000000001,0.08947368421052632,0.6666666666666665,1.0,Entry,0.4444444444444445,No,0.28750968262941057,-0.4591255088414062
S00630,0.7272727272727273,Male,0.98,0.937142857142857,0.898898898898899,0.6950000000000001,Medicine,1.0,0.7777777777777777,0.6000000000000001,0.0,0.0,1.0,0.2710526315789473,0.4444444444444445,1.0,Entry,0.1111111111111111,Yes,0.813759834245747,0.4165534724455203
S00631,0.5454545454545452,Female,0.395,0.4914285714285713,0.08808808808808809,0.9550000000000001,Medicine,0.5,0.7777777777777777,1.0,0.8888888888888888,0.6666666666666665,0.6000000000000001,0.41710526315789476,0.5555555555555556,0.25,Entry,0.0,No,-0.21626900615568628,0.2700361767267626
S00632,0.36363636363636354,Male,0.2250000000000001,0.7385714285714287,0.92992992992993,0.9650000000000001,Computer Science,0.25,0.1111111111111111,1.0,0.3333333333333333,0.3333333333333333,0.6000000000000001,0.3539473684210527,0.0,0.75,Mid,0.8888888888888888,No,0.3511111977726255,-0.243836587297071
S00633,0.8181818181818181,Female,0.16999999999999993,0.042857142857142705,0.5025025025025025,0.5549999999999999,Engineering,0.75,0.6666666666666666,1.0,0.8888888888888888,0.8888888888888888,0.2,0.21578947368421053,0.7777777777777777,0.0,Entry,0.6666666666666665,Yes,-0.6126442607723176,0.36012642406907086
S00634,0.8181818181818181,Male,0.6699999999999999,0.42142857142857126,0.7667667667667668,0.605,Arts,0.0,0.2222222222222222,0.2,0.6666666666666665,0.3333333333333333,0.2,0.4513157894736842,0.4444444444444445,0.25,Entry,0.3333333333333333,No,-0.45382120913529467,-0.4557638365286693
S00635,0.5454545454545452,Male,0.6100000000000001,0.5899999999999999,0.2132132132132132,0.18500000000000005,Medicine,0.5,0.5555555555555556,1.0,1.0,0.1111111111111111,0.2,0.381578947368421,0.4444444444444445,0.25,Entry,0.2222222222222222,No,-0.286664082059994,0.17068777626272447
S00636,0.8181818181818181,Female,0.645,0.19142857142857128,0.4214214214214214,0.6950000000000001,Computer Science,0.25,0.3333333333333333,0.6000000000000001,0.7777777777777777,0.0,0.6000000000000001,0.10263157894736841,1.0,0.0,Senior,0.2222222222222222,No,-0.4764058184959888,0.04477402692252283
S00637,0.36363636363636354,Male,0.09000000000000008,0.7485714285714284,0.5255255255255256,0.07000000000000006,Mathematics,0.25,0.5555555555555556,0.8,0.8888888888888888,0.6666666666666665,0.4,0.1763157894736842,0.5555555555555556,0.0,Entry,0.6666666666666665,No,-0.5476572427676837,0.0071534365754522666
S00638,0.18181818181818188,Male,0.895,0.004285714285714226,0.19119119119119118,0.2849999999999999,Business,0.5,0.3333333333333333,0.2,0.0,0.6666666666666665,0.8,0.04999999999999999,0.5555555555555556,0.75,Entry,1.0,No,0.3525877158128715,-0.07273673726907402
S00639,0.5454545454545452,Male,0.3899999999999999,0.25285714285714267,0.8068068068068068,0.6699999999999999,Law,0.25,0.2222222222222222,0.2,0.6666666666666665,0.2222222222222222,0.4,0.2605263157894737,0.7777777777777777,0.75,Mid,0.8888888888888888,No,0.10633278031161289,-0.4268134421556392
S00640,0.909090909090909,Male,0.31499999999999995,0.36857142857142855,0.6936936936936937,0.31000000000000005,Mathematics,0.25,0.1111111111111111,0.8,0.7777777777777777,0.4444444444444445,0.2,0.19736842105263164,0.3333333333333333,1.0,Entry,0.6666666666666665,No,0.2763467426832656,-0.4661137126359959
S00641,0.909090909090909,Female,0.45999999999999996,0.9299999999999999,0.6416416416416416,0.050000000000000044,Law,1.0,0.3333333333333333,0.6000000000000001,0.1111111111111111,1.0,0.8,0.28421052631578947,0.3333333333333333,0.75,Entry,0.1111111111111111,No,0.434615922479204,0.409713458859715
S00642,0.09090909090909083,Female,0.3899999999999999,0.09142857142857141,0.22322322322322322,0.8300000000000001,Engineering,0.0,1.0,0.4,1.0,0.6666666666666665,1.0,0.7105263157894737,0.2222222222222222,0.75,Mid,0.5555555555555556,No,0.24031526201545747,-0.3067379338878213
S00643,0.9999999999999998,Male,0.865,0.5171428571428571,0.5545545545545546,0.31000000000000005,Law,1.0,0.1111111111111111,0.0,0.8888888888888888,0.7777777777777777,0.8,0.006578947368421073,0.8888888888888888,0.0,Mid,0.7777777777777777,Yes,-0.2680850174342469,0.6479587767589902
S00644,0.7272727272727273,Male,0.9299999999999999,0.022857142857142687,0.6926926926926927,0.06499999999999995,Medicine,0.0,0.6666666666666666,0.6000000000000001,0.0,0.8888888888888888,0.4,0.0,0.7777777777777777,0.5,Mid,0.6666666666666665,No,-0.24202796505887342,-0.49429166604039393
S00645,0.8181818181818181,Male,0.30499999999999994,0.28428571428571425,0.3863863863863864,0.07499999999999996,Business,0.0,0.0,0.8,0.2222222222222222,1.0,0.6000000000000001,0.6236842105263158,0.4444444444444445,1.0,Entry,0.1111111111111111,Yes,0.32690789099902245,-0.5904800581100549
S00646,0.8181818181818181,Male,0.865,0.7757142857142856,0.6806806806806807,0.25,Medicine,1.0,0.0,1.0,0.8888888888888888,1.0,0.0,0.43289473684210533,0.7777777777777777,1.0,Entry,0.6666666666666665,No,0.3616575913748671,0.15192759180599522
S00647,0.9999999999999998,Female,0.78,0.3014285714285714,0.7757757757757758,0.17999999999999994,Law,0.5,0.4444444444444444,1.0,0.0,0.0,0.6000000000000001,0.5210526315789474,0.5555555555555556,0.25,Senior,0.8888888888888888,No,-0.11496216506760787,0.1591447788629185
S00648,0.0,Female,0.9299999999999999,0.6199999999999999,0.4734734734734735,0.7749999999999999,Arts,0.25,0.6666666666666666,0.8,0.3333333333333333,0.8888888888888888,0.6000000000000001,0.2605263157894737,0.4444444444444445,0.75,Entry,0.2222222222222222,No,0.22913695855792718,-0.2021417052623658
S00649,0.45454545454545436,Male,0.2450000000000001,0.38857142857142857,0.6076076076076077,0.32000000000000006,Mathematics,0.75,0.0,1.0,1.0,0.5555555555555556,0.8,0.46447368421052637,0.8888888888888888,0.75,Mid,0.2222222222222222,No,0.3817221782231372,0.2621335203186302
S00650,0.5454545454545452,Male,0.575,0.4128571428571428,0.2022022022022022,0.8049999999999999,Law,1.0,0.3333333333333333,0.8,0.5555555555555556,0.5555555555555556,0.2,0.30394736842105263,0.8888888888888888,0.0,Senior,0.4444444444444445,Yes,-0.4380250421872606,0.569377638303585
S00651,0.6363636363636365,Male,0.2749999999999999,0.6885714285714284,0.4464464464464465,0.17500000000000004,Arts,1.0,0.4444444444444444,0.2,0.5555555555555556,0.6666666666666665,0.2,0.5,0.7777777777777777,0.75,Entry,0.8888888888888888,No,0.16340664047891268,0.16693795575670892
S00652,0.8181818181818181,Female,0.825,0.33285714285714274,0.8328328328328328,0.4950000000000001,Law,0.5,0.1111111111111111,0.4,0.3333333333333333,0.8888888888888888,0.8,0.5302631578947369,1.0,0.25,Entry,0.0,Yes,-0.18009794632557471,0.11902317755101721
S00653,0.7272727272727273,Other,0.004999999999999893,0.5814285714285714,0.8468468468468469,0.69,Engineering,0.25,0.6666666666666666,0.2,1.0,0.6666666666666665,0.6000000000000001,0.5118421052631579,0.2222222222222222,0.0,Mid,0.6666666666666665,No,-0.522480900589761,-0.023965024195287506
S00654,0.09090909090909083,Male,0.565,0.99,0.8998998998998999,0.6499999999999999,Business,1.0,0.3333333333333333,0.2,1.0,0.6666666666666665,0.4,0.19999999999999996,0.8888888888888888,1.0,Entry,0.6666666666666665,No,0.5042421476317397,0.1591567734879773
S00655,0.909090909090909,Male,0.3400000000000001,0.20714285714285707,0.06706706706706705,0.6000000000000001,Arts,0.75,0.7777777777777777,0.2,1.0,0.2222222222222222,1.0,0.34736842105263155,0.5555555555555556,0.75,Senior,0.3333333333333333,Yes,0.383752019492967,0.2983936062342078
S00656,0.8181818181818181,Female,0.32499999999999996,0.8014285714285714,0.09109109109109109,0.925,Computer Science,0.25,0.0,0.8,1.0,1.0,0.0,0.1394736842105263,0.8888888888888888,0.75,Entry,0.5555555555555556,No,-0.06001257317058052,-0.4004495009905598
S00657,0.09090909090909083,Female,0.645,0.6128571428571428,0.7777777777777778,0.22999999999999998,Engineering,1.0,1.0,0.6000000000000001,0.0,0.8888888888888888,0.6000000000000001,0.4381578947368421,0.0,0.25,Entry,0.0,No,-0.06381866666903079,0.5689451908015868
S00658,0.36363636363636354,Male,0.8500000000000001,0.6157142857142857,0.8428428428428428,0.4950000000000001,Medicine,1.0,0.0,0.0,0.4444444444444445,0.3333333333333333,0.6000000000000001,0.39605263157894743,0.0,0.25,Senior,1.0,Yes,0.06279795568888619,0.48211592187158
S00659,0.36363636363636354,Male,0.6100000000000001,0.877142857142857,0.17717717717717718,0.885,Law,0.0,0.0,0.0,0.4444444444444445,0.5555555555555556,0.0,0.014473684210526305,0.5555555555555556,0.0,Entry,0.3333333333333333,No,-0.6889542208422531,-0.4327770766026493
S00660,0.45454545454545436,Male,0.855,0.7771428571428569,0.6626626626626627,0.08000000000000007,Business,0.0,0.3333333333333333,0.4,0.2222222222222222,0.6666666666666665,0.4,0.4197368421052632,0.3333333333333333,1.0,Senior,0.2222222222222222,No,0.3144248194373791,-0.651562623874891
S00661,0.18181818181818188,Female,0.2649999999999999,0.7085714285714284,0.8288288288288288,0.05499999999999994,Business,1.0,0.0,0.4,0.2222222222222222,0.8888888888888888,0.0,0.4144736842105263,0.4444444444444445,0.25,Entry,0.4444444444444445,Yes,-0.2698453969266815,0.27637787359853244
